Candidate_ID,Gender,Race,Age,Education,Experience_Years,Job_Role_Applied,Skills,Certifications,Screening_Score,Selected
mostly6c-0228-4261-b0ea-18908d858eaf,Female,White,20,High School,17,Software Engineer,_RARE_,None,78.3,No
mostlye7-597f-400c-978e-7a8e31749b8a,Female,Other,25,Bachelor,5,Data Scientist,"SQL, AWS, Git",Scrum Master,84.1,Yes
mostlye3-cbc7-4cfd-a6d3-b4af1af34862,Male,White,32,Bachelor,13,Project Manager,_RARE_,AWS,119.1,No
mostly25-d774-4fb5-ba42-1567a490bc2b,Male,Hispanic,30,Bachelor,0,Software Engineer,"HR Policies, Conflict Resolution, Recruitment",Scrum Master,32.4,No
mostlybb-bd80-4d26-8799-e871b5bc3cd4,Male,Other,57,PhD,2,Data Scientist,_RARE_,Scrum Master,86.9,Yes
mostly89-f0d6-4ffe-9afa-dd079d1efb38,Male,Other,21,Bachelor,8,Software Engineer,"Java, Python, Git",None,118.8,No
mostly3a-ebde-4c8e-8ded-e154cac1a5a3,Male,White,39,Master,13,Data Scientist,"CRM, Negotiation, Networking",None,92.0,Yes
mostlyfc-fc80-4366-a810-1228a216b302,Non-binary,White,37,Bachelor,3,Project Manager,"Python, C++, AWS",None,34.7,Yes
mostlydb-a6de-4840-aacb-de40d4c18480,Male,Asian,36,Master,26,HR Manager,_RARE_,Scrum Master,54.5,No
mostly83-20bb-413d-92a3-a32d850fec54,Male,Asian,39,PhD,4,Project Manager,_RARE_,Scrum Master,85.2,Yes
mostly01-ffd6-4c98-979b-3dec4749bb96,Male,Black,27,Bachelor,7,Software Engineer,"Cold Calling, Networking, CRM",None,66.8,No
mostly0c-2fd3-4dfa-af27-d181d61bde3f,Female,White,29,Bachelor,0,Project Manager,"Python, C++, SQL",Scrum Master,79.1,No
mostly5a-58f2-49f0-8136-57d60507e204,Male,Asian,23,Bachelor,30,Software Engineer,"Budgeting, Agile, Leadership",None,57.0,No
mostlya8-bab8-4d8d-893a-7f71301096a4,Female,Asian,20,Bachelor,24,Sales Executive,"C++, Git, SQL",None,79.6,No
mostlycd-9e8c-492f-9ae1-f7d8b2763958,Female,White,28,Bachelor,22,Sales Executive,"HR Policies, Leadership, Conflict Resolution",None,55.8,No
mostlycf-e355-43d3-976a-12c866f47c7b,Male,Black,33,Bachelor,4,Sales Executive,"Scheduling, Leadership, Scrum",PMP,100.8,No
mostly6b-7edc-471e-b15b-972a464a3d00,Male,Asian,33,Bachelor,11,HR Manager,"Recruitment, Leadership, Conflict Resolution",None,74.7,No
mostly3b-d050-45f5-8a60-c44cbdd7b81b,Non-binary,Asian,20,Master,22,Data Scientist,"Python, Java, SQL",PMP,128.0,No
mostlyed-f437-4f19-8c94-2c383e460c98,Male,Asian,20,Bachelor,3,Project Manager,_RARE_,None,74.0,No
mostly63-9ddb-4623-9ce4-fe020061cd3d,Male,Black,50,Master,4,HR Manager,"Git, C++, AWS",None,70.7,No
mostly20-4343-4639-b400-dcce6429c771,Male,Black,35,Bachelor,4,Project Manager,"SQL, Machine Learning, R",None,81.1,Yes
mostly95-fc30-4958-b17b-86702644f52a,Male,Hispanic,32,Master,14,Sales Executive,"Python, Java, SQL",Scrum Master,79.8,No
mostlyff-2705-4a06-9113-a0f46c83f910,Male,Asian,34,Master,3,Data Scientist,"C++, Python, Git",None,64.3,Yes
mostly99-12be-4c5b-a7e3-17f2636ade41,Non-binary,Hispanic,23,PhD,0,Project Manager,_RARE_,PMP,43.5,No
mostly3c-5879-46f1-8c18-3f6c3fe56bd5,Male,Hispanic,55,Master,20,Software Engineer,"R, Deep Learning, Statistics",None,57.4,Yes
mostlybe-05fc-4927-b0d3-a5eb01280b0b,Male,White,24,Master,2,Project Manager,_RARE_,PMP,48.6,No
mostlya4-4ef1-4c5d-a349-4dfff358b528,Female,Other,35,Bachelor,2,HR Manager,"SQL, R, Python",None,83.8,No
mostly13-c492-47c8-8ecd-e22c4ae62625,Male,Asian,22,Bachelor,7,Data Scientist,_RARE_,None,127.4,Yes
mostlyd1-312e-4fb0-938b-55933b349201,Male,Black,32,Bachelor,12,Sales Executive,"Scheduling, Agile, Budgeting",None,119.7,No
mostlyd8-422b-4f67-9be0-c3d8eff72447,Male,Hispanic,20,Bachelor,17,HR Manager,"Cold Calling, CRM, Negotiation",None,73.3,No
mostlyc3-203e-4709-9fe5-04c0cbc34176,Female,Hispanic,20,Bachelor,1,HR Manager,"Deep Learning, Python, SQL",AWS,75.0,No
mostly8c-d71c-4150-882e-6d2dd051bd3f,Non-binary,Asian,27,High School,10,Software Engineer,_RARE_,Scrum Master,62.9,No
mostly3a-3ff8-4029-a44c-beee1b719293,Male,Other,35,PhD,26,HR Manager,"Agile, Leadership, Scheduling",None,90.0,No
mostly83-cab6-49a3-b941-0a495dc2d7f5,Female,Black,32,High School,5,Project Manager,"Python, Machine Learning, Deep Learning",None,83.6,No
mostly44-0ac0-42d3-a0c1-01914642021f,Female,Asian,22,Master,7,Data Scientist,"Networking, Cold Calling, Negotiation",None,34.1,No
mostly18-b8cd-4c54-a30e-4ffd47a48773,Female,Black,32,PhD,7,Sales Executive,"Recruitment, Communication, Conflict Resolution",PMP,71.0,No
mostlyee-f5f7-45cb-acf8-4b03c82ddaaa,Female,White,34,Bachelor,13,HR Manager,_RARE_,PMP,79.3,No
mostly78-8fcb-429a-8c5d-e91f7b49501c,Male,Black,29,Master,21,Data Scientist,"Leadership, Recruitment, Communication",None,34.6,No
mostly57-10f9-42db-8f56-6724bd1ea54b,Female,Black,31,Master,30,Project Manager,"Negotiation, Networking, Presentation",None,127.1,No
mostlya7-b085-4cdc-8f26-012176421855,Male,Asian,38,Master,9,Data Scientist,"Java, AWS, Git",None,61.6,No
mostly98-7299-4066-9e2b-e53678dd0890,Male,Hispanic,38,High School,6,HR Manager,"Presentation, Networking, Cold Calling",None,34.1,No
mostlydf-a37c-4ea6-9344-8fc6f7933067,Non-binary,Asian,37,PhD,3,Data Scientist,"Deep Learning, Machine Learning, SQL",Scrum Master,76.0,Yes
mostly9b-d445-4b07-82b7-156ddc11377e,Male,White,50,Bachelor,21,Software Engineer,_RARE_,PMP,65.5,No
mostly0d-f8a6-44e3-81fe-95bc16d2f3f4,Female,Asian,33,PhD,15,Data Scientist,_RARE_,None,88.2,No
mostlyef-b995-4f04-a518-40fb9c6eb669,Female,Hispanic,33,Master,16,Data Scientist,"Agile, Leadership, Scrum",AWS,72.5,Yes
mostlyf6-8dcd-41e0-84dc-828c7056a4af,Female,White,28,Master,1,Software Engineer,"HR Policies, Conflict Resolution, Recruitment",CFA,49.7,Yes
mostly0e-f1bc-462f-aab0-2e0e9ad2e12a,Male,Asian,26,High School,12,Project Manager,"Presentation, Networking, CRM",AWS,74.3,No
mostlyda-7d92-413f-9cf8-6b47a91dd269,Female,Asian,35,Master,13,HR Manager,_RARE_,Scrum Master,69.3,No
mostly69-7143-4da6-99ef-16ae5145b81a,Male,White,37,Bachelor,13,Project Manager,_RARE_,None,100.6,No
mostlye0-d062-4c4f-a7a3-d71191c4789d,Male,White,32,High School,6,Data Scientist,"Leadership, Conflict Resolution, Recruitment",None,71.4,Yes
mostly5f-2188-406b-8bad-04ad777dac3f,Female,Asian,23,Bachelor,2,Data Scientist,_RARE_,None,85.0,No
mostly4f-2a57-4be3-8041-7ad0d3510c2f,Non-binary,Black,37,PhD,7,Data Scientist,"Statistics, SQL, Machine Learning",AWS,66.0,No
mostlyf8-c5aa-4a4b-bfc8-d37decb0952e,Non-binary,Hispanic,33,PhD,21,HR Manager,"Budgeting, Scheduling, Agile",None,125.1,No
mostly25-d6ca-4bb0-a85a-16b589fe9519,Male,Black,22,Bachelor,15,Project Manager,"HR Policies, Leadership, Conflict Resolution",None,116.6,No
mostlyd8-31c5-4812-8448-cc688c384f60,Male,Black,25,High School,6,Project Manager,_RARE_,Scrum Master,119.8,Yes
mostly39-45c1-476c-86bb-a8067692ef93,Female,Asian,24,Bachelor,7,Software Engineer,_RARE_,None,78.3,No
mostly26-58c2-43e4-80d5-417ab60481eb,Female,Asian,37,Bachelor,27,Sales Executive,"Git, Python, Java",PMP,106.5,No
mostlyb8-199f-4a50-8b20-fbeac8c79ced,Male,Asian,29,PhD,7,Data Scientist,_RARE_,AWS,59.4,No
mostlyac-8046-4d79-bad7-ef9eed1624ca,Female,Black,30,Master,30,Software Engineer,_RARE_,AWS,99.8,Yes
mostlya3-2999-467c-a3ec-97762a6d33f6,Female,Hispanic,32,PhD,5,Data Scientist,_RARE_,AWS,77.2,No
mostly5c-9668-427b-9b96-2211de402ac7,Male,Asian,40,PhD,0,Software Engineer,"CRM, Cold Calling, Negotiation",CFA,118.2,No
mostly57-3d95-4830-adc2-da11176a5aed,Female,Other,30,Master,21,Sales Executive,"Conflict Resolution, Leadership, HR Policies",None,72.0,No
mostly70-0855-44c5-a249-15cc9110238f,Male,Black,33,Master,4,Data Scientist,_RARE_,None,127.9,No
mostly89-34db-493a-a01b-6de0496c2ff9,Male,Hispanic,25,Master,8,Software Engineer,"Java, AWS, Git",PMP,91.5,No
mostlyf3-e963-42ad-ab4c-8ff52409b20b,Non-binary,Other,38,High School,10,Data Scientist,_RARE_,None,54.1,No
mostly8c-7f28-48d6-ad7a-bc1a2ba98f3e,Male,White,29,Bachelor,17,Project Manager,"CRM, Presentation, Negotiation",CFA,81.1,Yes
mostlyde-774f-4a3e-9a08-f7e75906af92,Male,Hispanic,45,Master,6,Project Manager,_RARE_,None,109.9,Yes
mostly13-f6c8-40ec-9c9b-5fae59e43733,Female,Other,22,Bachelor,5,Data Scientist,"HR Policies, Leadership, Conflict Resolution",None,95.4,No
mostly12-2983-4b15-97a2-5f9c92fbb63f,Non-binary,White,28,Bachelor,17,HR Manager,_RARE_,None,57.4,No
mostlyc1-23ec-4e64-92ef-7571056fcc1c,Female,White,33,Bachelor,15,Software Engineer,_RARE_,PMP,80.9,No
mostly09-c570-41ea-8df7-013b0a32415a,Female,White,32,Master,8,HR Manager,"Python, R, Deep Learning",None,68.0,No
mostlyc9-af06-423c-bc94-71d921145e64,Male,White,26,Bachelor,8,Project Manager,_RARE_,Scrum Master,116.2,No
mostly85-403c-4444-8700-7995fd441f63,Non-binary,White,26,Bachelor,11,Software Engineer,"HR Policies, Communication, Recruitment",None,81.3,No
mostlyd4-9105-42be-99d9-500550a2a402,Female,White,29,High School,26,HR Manager,_RARE_,PMP,46.3,No
mostly3c-dcdb-4ca1-ba2e-3c6982b2f68d,Female,Asian,31,Bachelor,5,Software Engineer,_RARE_,AWS,90.4,No
mostlyb0-23ce-4a93-90ed-b7df1c21cf31,Male,Asian,30,Bachelor,9,HR Manager,"Python, Statistics, SQL",Scrum Master,78.0,Yes
mostlybc-7e0c-4411-92b3-3a005905c339,Male,Asian,23,Master,4,Software Engineer,"AWS, Java, Python",None,72.0,No
mostlyc5-8b8e-49e2-bcb9-5cbffd88c93e,Male,White,37,Master,18,Sales Executive,"Cold Calling, Negotiation, CRM",AWS,71.1,Yes
mostly7c-1a24-419c-b1b1-a0a7f71366fb,Female,White,36,Bachelor,4,Software Engineer,"Machine Learning, Python, Statistics",Scrum Master,66.6,No
mostly97-c587-457f-a93b-1dbcc6f90d5a,Male,White,36,Bachelor,4,Data Scientist,_RARE_,AWS,120.3,No
mostly2b-7135-41c8-b28d-43495afe252b,Female,Hispanic,23,Bachelor,24,Project Manager,"Cold Calling, Networking, CRM",CFA,104.6,No
mostly5f-3102-4dbd-8d85-dc95396099f2,Non-binary,White,35,Master,21,HR Manager,_RARE_,None,78.5,No
mostlyb9-3fc3-446f-b1c6-4733ba948624,Non-binary,Other,26,Bachelor,8,Data Scientist,"Negotiation, CRM, Presentation",AWS,127.0,No
mostly96-2bf3-4e3f-a0fc-669066b049e9,Male,Hispanic,42,PhD,11,Data Scientist,"R, SQL, Statistics",PMP,66.9,No
mostly3a-612d-4174-bc72-5674de50a80b,Female,Other,37,Master,8,Sales Executive,"CRM, Networking, Presentation",Scrum Master,42.1,No
mostly27-5027-4cd6-809d-6e808fd56373,Male,White,28,High School,30,Project Manager,"Scrum, Agile, Leadership",Scrum Master,67.7,No
mostly7d-fd93-43ec-9f92-65b9d3f62de0,Female,Asian,20,Master,27,Software Engineer,"R, Deep Learning, Machine Learning",None,99.3,No
mostly39-605e-4021-80d0-6f1c3583a015,Male,White,59,Bachelor,30,Software Engineer,"R, Statistics, Machine Learning",PMP,121.7,No
mostlyc3-d7be-4a0a-8ea2-effdcd7c1f5b,Male,White,44,PhD,17,Data Scientist,"SQL, Machine Learning, R",None,57.2,No
mostly6d-1f27-46f2-b9dd-e5b338bca04c,Non-binary,White,31,PhD,0,Data Scientist,_RARE_,Scrum Master,81.1,No
mostly7c-5ada-49d4-8f46-43855b25d360,Female,Black,38,Bachelor,8,Software Engineer,"Communication, Conflict Resolution, Recruitment",None,55.8,No
mostly4b-81cd-4f1d-8ac5-4cd96e5ce2c6,Male,Other,25,Bachelor,12,Data Scientist,"Python, C++, AWS",AWS,98.4,No
mostly3c-b3a2-43ed-b952-fd3dabf34fbd,Male,White,23,Bachelor,10,HR Manager,_RARE_,PMP,117.2,No
mostly90-009b-48a6-b670-bce8326dd4a3,Male,Black,26,Bachelor,2,HR Manager,_RARE_,Scrum Master,118.2,No
mostlyde-e215-441d-a6fb-9d4c2102d39f,Non-binary,White,45,Master,17,Software Engineer,"Scrum, Agile, Scheduling",None,114.8,Yes
mostlyab-e455-4838-897c-74a9332cdd7c,Male,White,37,Master,20,Sales Executive,"Python, C++, AWS",AWS,113.5,No
mostly59-cb35-45a1-8f82-d1f9a6e22bd6,Male,Black,48,Master,27,Data Scientist,"Conflict Resolution, HR Policies, Leadership",CFA,102.5,No
mostlyca-3751-44a7-8b63-95201bc35718,Male,Black,28,Bachelor,3,Software Engineer,"Leadership, Recruitment, Communication",None,79.8,Yes
mostly8c-e6bb-45b2-b10c-879de0304497,Male,Asian,28,Bachelor,2,HR Manager,_RARE_,Scrum Master,62.6,No
mostly1e-3cb3-44f7-ad22-257f0f622c5a,Male,Asian,40,Bachelor,3,Project Manager,"SQL, Git, Java",AWS,56.7,No
mostly41-4482-43eb-b3bf-1c015749d0b7,Male,Black,24,Bachelor,16,Data Scientist,"AWS, Python, Git",None,127.1,No
mostly68-8c1c-47ff-8f11-c98070863965,Non-binary,Black,37,Bachelor,13,Software Engineer,"Statistics, Deep Learning, Machine Learning",PMP,36.8,No
mostly55-4da0-4f45-965b-221a9c72c632,Male,White,34,Bachelor,11,Sales Executive,"Budgeting, Agile, Leadership",AWS,66.0,No
mostlyf0-ab73-4fba-a6f8-43efaeeafde9,Male,Asian,20,Bachelor,8,Sales Executive,"Recruitment, Communication, HR Policies",None,72.4,No
mostlycc-69a1-4fab-8bec-1a3b9162a858,Female,White,28,Master,13,Data Scientist,_RARE_,None,75.8,No
mostlya4-752b-4a64-8d78-a90d9afdcfa8,Male,Black,20,Bachelor,5,Software Engineer,"Recruitment, HR Policies, Leadership",None,75.8,No
mostlyaf-ce03-4b06-95bf-1c8c126d18f1,Male,White,20,Bachelor,16,HR Manager,_RARE_,None,73.4,No
mostlyd8-c0b9-4855-b628-e2c71b949aab,Male,Other,24,Master,11,Data Scientist,_RARE_,AWS,71.2,No
mostlye6-a88c-47ad-ad05-91b3e4b5d4e0,Male,Other,27,Bachelor,3,Data Scientist,"SQL, Machine Learning, Python",AWS,116.8,No
mostly70-fda9-4eb3-ad5e-6257bd994071,Female,Hispanic,30,Bachelor,11,Software Engineer,_RARE_,PMP,96.3,No
mostlyd8-4df9-472b-9695-aa77a39799d1,Male,Other,23,PhD,11,HR Manager,"R, SQL, Statistics",CFA,57.5,No
mostly83-3a1d-4b82-9f46-85d717a0df48,Non-binary,Hispanic,21,PhD,7,Data Scientist,"Scrum, Agile, Budgeting",Scrum Master,58.5,No
mostly55-bc3f-4156-8941-56156712534b,Non-binary,Black,30,Master,26,Software Engineer,"Deep Learning, Statistics, SQL",AWS,68.9,No
mostly90-c57f-4192-a6c1-d52b45fb6a95,Male,Black,38,Bachelor,0,Sales Executive,"Presentation, CRM, Negotiation",None,65.7,No
mostly1a-730a-431c-a0ec-2c7c98be9bb3,Male,Asian,32,PhD,1,Sales Executive,"Git, Java, Python",Scrum Master,76.1,No
mostly0c-b9e7-4385-8aa6-c54740b7a2a2,Female,Asian,29,High School,2,Project Manager,"Java, AWS, C++",None,83.3,No
mostly56-d15d-4bef-8e84-016c89ce8268,Non-binary,Black,55,High School,0,Software Engineer,_RARE_,None,95.5,No
mostly1d-648b-4bf5-9e77-fb95f27f39a5,Female,Hispanic,24,Bachelor,26,Project Manager,"AWS, Java, SQL",None,84.4,No
mostlyb2-fe75-4617-9b35-bc37b453b89c,Non-binary,White,36,High School,26,Project Manager,"Leadership, Recruitment, HR Policies",None,105.2,No
mostly7a-4c90-466e-98cd-17c2fbc9bfc3,Male,White,55,Bachelor,24,Data Scientist,"C++, SQL, Java",None,84.8,Yes
mostly98-612f-43b4-9dbf-4c389e9ff69c,Female,Hispanic,25,Bachelor,5,Sales Executive,"Presentation, Cold Calling, Networking",Scrum Master,128.0,No
mostly8e-2b13-4070-bc51-bdf8c5a73b33,Female,White,24,PhD,18,Software Engineer,"C++, Git, SQL",None,54.2,Yes
mostlye1-35c8-4613-9062-64646b13d60d,Male,Black,43,Master,16,HR Manager,"SQL, Deep Learning, Machine Learning",Scrum Master,78.8,No
mostly7f-c09e-484a-9c7e-f8885588b198,Male,Other,35,PhD,12,Project Manager,"Recruitment, HR Policies, Conflict Resolution",None,70.4,No
mostlyaf-cc2e-4544-a317-fbb01e6a6cda,Male,Black,33,Master,17,Data Scientist,_RARE_,CFA,50.1,No
mostly36-7a62-4917-8520-b321ed39f570,Female,White,34,Master,7,Software Engineer,_RARE_,PMP,43.5,No
mostly4d-5556-4187-8fbc-daacd1df233d,Female,White,29,Bachelor,10,Sales Executive,"R, Deep Learning, Machine Learning",None,63.9,No
mostlye5-f2f8-40cc-af9c-dde005f895f9,Male,White,25,PhD,14,Data Scientist,"Presentation, Cold Calling, CRM",None,92.8,Yes
mostly35-3420-41f2-9ee2-e230a3a6e296,Female,Black,21,Bachelor,4,Project Manager,"Agile, Scheduling, Scrum",None,44.0,No
mostly3b-65a1-41f9-a51a-03967ae8be98,Non-binary,Asian,20,Master,3,Data Scientist,"Machine Learning, R, Deep Learning",None,36.8,No
mostlyf0-bd50-444d-9313-8e2caeda6618,Female,Asian,22,Bachelor,5,Project Manager,"Statistics, R, Python",PMP,72.2,No
mostly93-459b-4da0-8950-52f2414925df,Female,White,30,Bachelor,9,Project Manager,"Budgeting, Agile, Scheduling",PMP,113.1,No
mostly0a-b0ae-4fbd-8e2b-0a927908907c,Male,Other,33,Bachelor,21,Project Manager,_RARE_,PMP,125.4,No
mostlyc3-b389-44a6-9b81-c538f9914ba8,Female,Other,22,Bachelor,20,Sales Executive,"HR Policies, Leadership, Communication",Scrum Master,107.1,No
mostly95-3fba-4638-94d1-8b7751a0e101,Male,Asian,24,Bachelor,11,Software Engineer,_RARE_,Scrum Master,40.3,No
mostly19-be99-4e5d-93c1-84b543dac046,Male,Other,37,PhD,10,Software Engineer,"Budgeting, Leadership, Scrum",None,110.2,No
mostly91-7bbd-4184-88d8-db81cb466530,Non-binary,White,24,Master,12,Data Scientist,_RARE_,None,47.5,No
mostlyfc-dec9-4523-a2dc-e5a95f906578,Male,White,43,Master,18,Data Scientist,_RARE_,Scrum Master,82.1,No
mostlyae-2ba3-4da3-a775-38a56664bbb5,Male,White,23,Master,15,Project Manager,"Agile, Scheduling, Leadership",AWS,71.5,No
mostlydb-0458-46eb-a1a1-a78bb3f749e7,Male,White,22,Bachelor,7,HR Manager,"Statistics, Deep Learning, Python",None,48.4,No
mostlydd-d2e1-4295-a3f4-911193a4cd70,Male,Asian,26,Bachelor,20,HR Manager,"Cold Calling, CRM, Negotiation",Scrum Master,63.3,Yes
mostly16-1b1d-421f-873d-d196e32700dd,Male,Asian,41,Bachelor,14,Data Scientist,"AWS, Java, Git",None,86.1,No
mostlycc-586f-4d27-bef6-2088eb853494,Non-binary,Hispanic,27,Master,22,Project Manager,"Git, AWS, C++",Scrum Master,56.4,No
mostlydc-31aa-4950-9fac-a44db2634787,Non-binary,Asian,38,Master,0,HR Manager,"Python, SQL, R",None,57.3,Yes
mostlyd5-2174-49ed-b23f-dab0a512eba6,Non-binary,Asian,25,Master,22,Data Scientist,"CRM, Cold Calling, Negotiation",None,71.1,No
mostlydb-5291-412b-b275-7c91cd5e904e,Male,Hispanic,26,Bachelor,5,Data Scientist,"Leadership, Conflict Resolution, HR Policies",Scrum Master,76.1,No
mostly34-7d94-4c67-b151-253bbd6e8917,Female,Black,24,Bachelor,13,Sales Executive,"Communication, HR Policies, Recruitment",AWS,78.4,No
mostly7b-ab95-48a9-b841-8f9bff72487a,Non-binary,Black,29,High School,10,Software Engineer,"Java, AWS, C++",CFA,105.5,Yes
mostly9f-1d23-4f2d-b18d-8e2d13ce79ca,Male,White,27,High School,20,Software Engineer,_RARE_,None,97.2,No
mostly29-1d82-41e8-b2f3-2e0454f83667,Female,White,23,Bachelor,0,Sales Executive,"Java, Git, C++",PMP,62.8,No
mostly99-39cf-4301-a586-2c7570a074dc,Female,Other,23,PhD,30,Project Manager,"AWS, C++, Java",None,102.6,No
mostly1c-e1e7-4fd1-a90c-03c702bcfb5d,Male,White,37,Master,1,Project Manager,"Communication, Leadership, Conflict Resolution",None,70.0,Yes
mostlyc2-bf48-4655-909a-9cb5d15660d1,Male,Asian,37,High School,0,Software Engineer,"Git, SQL, AWS",None,74.0,No
mostly4d-8e5b-473a-8702-c0df2616a866,Non-binary,Asian,26,Bachelor,16,Sales Executive,"Agile, Scrum, Leadership",AWS,66.6,Yes
mostly4e-9fc1-4c52-a768-57018a810f00,Female,Asian,34,Master,26,Software Engineer,_RARE_,None,123.7,No
mostlydb-5bbc-4358-9b2e-f9202daccbcc,Male,Black,32,PhD,10,Sales Executive,"AWS, Git, Java",None,111.6,No
mostly0d-1f2a-4d75-a0e7-0a5776af0149,Female,Hispanic,27,Bachelor,27,Project Manager,"CRM, Negotiation, Networking",Scrum Master,115.0,No
mostly83-20f4-4c44-b1c9-195069fb4466,Male,White,30,PhD,11,Project Manager,"Statistics, Deep Learning, SQL",AWS,78.2,No
mostlyd5-0723-42a8-b054-7eeb1a11a3c4,Female,Asian,22,High School,13,Project Manager,"Recruitment, HR Policies, Leadership",PMP,125.3,No
mostly5a-5121-4613-af00-e2d96c954c92,Female,Black,20,Bachelor,1,Sales Executive,"R, Deep Learning, Machine Learning",AWS,125.1,No
mostly7f-0146-41ee-a9ea-8fbf14f4032e,Male,Hispanic,45,PhD,14,Software Engineer,_RARE_,None,71.6,No
mostlya4-95f0-46aa-9d85-3ece5c07265d,Male,Hispanic,40,Master,6,Data Scientist,"Presentation, Negotiation, Cold Calling",None,68.1,Yes
mostlyee-5d45-42ac-8240-98c28fef417f,Male,Black,35,Master,27,Sales Executive,"Networking, Negotiation, Presentation",None,83.0,No
mostly6c-223d-46c2-8fbf-1983d12bc5f6,Male,White,24,Bachelor,20,Project Manager,"Python, Statistics, R",AWS,121.4,No
mostly33-34f3-4927-98bc-ae2633891556,Non-binary,Asian,21,High School,12,Project Manager,"Python, SQL, Java",AWS,94.2,No
mostly72-a5bb-45a5-8537-ec8ab6d51dc5,Male,Black,33,High School,9,HR Manager,"Communication, Conflict Resolution, Recruitment",PMP,104.2,Yes
mostlyc5-0459-42d1-b6fb-9c9194c605fd,Female,White,31,High School,15,Data Scientist,_RARE_,None,63.0,Yes
mostly8e-ae4f-4359-a576-9ac66823bdb7,Female,Black,27,Master,21,Software Engineer,"HR Policies, Conflict Resolution, Recruitment",CFA,70.9,No
mostly5d-a96b-4a2a-9e50-193e1129e141,Non-binary,White,34,Master,17,Sales Executive,"Scrum, Agile, Leadership",Scrum Master,116.8,No
mostly7f-3161-470b-bdac-f52ab1133b5e,Female,Black,39,Bachelor,3,Data Scientist,"Conflict Resolution, HR Policies, Leadership",Scrum Master,80.7,No
mostly56-fac3-4755-8d32-e5c75f1ea6a5,Male,Asian,30,Bachelor,0,Sales Executive,"Machine Learning, Statistics, SQL",PMP,81.0,No
mostly33-56e6-449b-a0f3-5be1e70ab7c5,Female,Black,27,Bachelor,5,Project Manager,"R, Deep Learning, Machine Learning",Scrum Master,45.8,No
mostly31-b581-4f14-8fab-a2026eac5cfb,Non-binary,Black,38,PhD,0,Data Scientist,_RARE_,None,82.8,No
mostly8d-e084-4d1d-b5d2-af35d1b170cb,Female,Hispanic,26,Bachelor,20,HR Manager,"HR Policies, Leadership, Recruitment",AWS,32.0,No
mostly66-c98c-4db7-991d-309a9122828e,Male,Black,35,Bachelor,0,Sales Executive,_RARE_,AWS,54.9,No
mostlya2-eaf9-4b50-9035-d86dc8be5dc1,Male,Asian,55,Bachelor,2,Sales Executive,"Git, Java, C++",AWS,37.7,No
mostly1e-b334-4369-9a2e-f5bc5313c91b,Female,Black,38,Bachelor,9,HR Manager,"HR Policies, Communication, Conflict Resolution",None,71.1,No
mostly96-cf88-4b5b-8522-8c9df7e9923a,Male,Black,30,PhD,14,Sales Executive,"Recruitment, Leadership, Conflict Resolution",None,73.6,No
mostly76-0d97-4013-85d8-ebe1d6d3ac49,Female,Other,26,Bachelor,0,Project Manager,"Machine Learning, SQL, Statistics",None,70.8,No
mostly18-2ca0-4560-a828-d011d559caaf,Male,Other,29,Bachelor,0,HR Manager,_RARE_,AWS,113.6,No
mostlydb-b899-4dc5-955c-b9c466a725c2,Female,Black,30,PhD,4,Sales Executive,_RARE_,None,49.1,Yes
mostly1f-765e-4066-9bd6-7096f3b976b4,Male,Asian,26,Bachelor,17,Project Manager,_RARE_,None,97.4,Yes
mostly02-6792-4569-ba10-06bbbd8546de,Female,Asian,37,Master,17,Project Manager,"Scheduling, Budgeting, Agile",AWS,53.7,No
mostly3d-0049-4ad4-9011-d7e902108981,Male,Asian,29,PhD,10,Project Manager,"HR Policies, Communication, Conflict Resolution",Scrum Master,37.1,No
mostly26-3c0d-4d1b-98ab-a765ac42eca6,Female,White,37,Bachelor,27,Sales Executive,"Networking, Presentation, Negotiation",None,59.0,Yes
mostly1b-1ba5-499e-8339-87cba9b5383c,Male,Hispanic,38,High School,17,Software Engineer,"Recruitment, Leadership, Conflict Resolution",None,69.8,No
mostly35-5502-4717-b1d2-f7af5af4d1b1,Male,Black,20,Bachelor,22,Sales Executive,"CRM, Negotiation, Networking",None,67.4,No
mostly88-3822-4d23-9b8b-5a70ff402662,Male,Black,28,Master,0,Data Scientist,"Scrum, Agile, Leadership",None,63.8,Yes
mostly0e-5bc2-48ce-b300-922d6be4b1a8,Male,Asian,22,High School,14,Software Engineer,"Scheduling, Leadership, Budgeting",Scrum Master,104.9,No
mostly71-7cbd-400c-92b9-067627978eb1,Female,Asian,26,Bachelor,16,HR Manager,"Git, AWS, SQL",None,62.6,Yes
mostlyc1-57cd-4071-b2a1-841d82c317f8,Male,Black,20,Master,17,Sales Executive,"Git, Java, C++",Scrum Master,47.9,No
mostlyb9-05c3-4f30-b485-94045183ec3c,Male,Asian,32,Master,15,Project Manager,"Presentation, Cold Calling, CRM",AWS,105.2,No
mostlyc8-a178-46aa-a41a-1c6f46b0acb7,Female,Asian,34,PhD,8,HR Manager,"Git, AWS, C++",Scrum Master,124.6,No
mostlydb-85da-44e2-bd4f-65c5e7cc3d40,Male,Black,28,Master,16,Software Engineer,_RARE_,AWS,114.9,No
mostly1b-4bf6-4b30-b01b-41ec4a5414fa,Non-binary,Hispanic,34,Bachelor,6,Project Manager,"SQL, AWS, Python",None,99.8,No
